autor,status,cena_wywolawcza,cena_sprzedazy,tytul,rok_powstania,aukcja,wymiar_x,wymiar_y,wielkosc,techniki,material,rok_pow_new
Henryk Hayden,zarchiwizowany,20000,22000,PORT, OK. 1920,2019-10-06,38.0,46.0,1748.0,olej,płótno,1920
Józef Mehoffer,dostępny w Galerii,125000,0,WINCENTY KADŁUBEK, 1903,2019-10-06,106.3,42.2,4485.860000000001,"ołówek, akwarela, gwasz",papier na krośnie,1903
Teodor Axentowicz,zarchiwizowany,23000,0,NA GROMNICZNĄ, PO 1898,2019-10-06,69.0,48.5,3346.5,"kredka, pastel, gwasz",tektura,1898
Ludwik Kurella,zarchiwizowany,8000,13000,ODPOCZYNEK,,2019-10-06,23.8,18.7,445.06,olej,tektura,
Stanisław Ignacy Witkiewicz,zarchiwizowany,150000,210000,AUTOPORTRET, 15 XII 1938,2019-10-06,62.3,48.1,2996.63,pastel,papier żeberkowy,15
Henryk Hayden,zarchiwizowany,65000,65000,KOBIETA Z DZIECKIEM, OK. 1922,2019-10-06,100.0,73.2,7320.0,olej,płótno,1922
Władysław Czachórski,zarchiwizowany,200000,570000,DZIEWCZYNA Z KWIATAMI, PO 1897,2019-10-06,42.3,30.0,1269.0,olej,płótno,1897
Władysław Chmieliński (Stachowicz),zarchiwizowany,6000,14000,WARSZAWA. ULICA DŁUGA ZIMĄ,,2019-10-06,35.3,50.5,1782.6499999999999,olej,płótno,
Aleksander Gierymski,zarchiwizowany,25000,34000,STUDIUM KOMPOZYCJI OBRAZU SJESTA WŁOSKA,OK.1878,2019-10-06,28.8,18.8,541.44,ołówek,karton brunatny,1878
Jakub (Jacques) Zucker,zarchiwizowany,8000,0,WENECJA, CAMPO SANTI GIOVANNI E PAOLO,2019-10-06,59.9,73.2,4384.68,olej,płótno,
Szymon (Simon) Mondzain,zarchiwizowany,20000,0,WIDOK NA PORT W ALGIERZE, 1927,2019-10-06,54.4,65.1,3541.4399999999996,olej,płótno,1927
Jean Peske,zarchiwizowany,8000,9000,MARTWA NATURA Z BUKIETEM KWIATÓW, 1907,2019-10-06,46.0,38.0,1748.0,olej,płótno,1907
Vlastimil Hofman,zarchiwizowany,38000,41000,MISTYCZNE MARZENIE, 1922,2019-10-06,94.0,68.5,6439.0,olej,tektura,1922
Jan Czesław Moniuszko,zarchiwizowany,28000,31000,SCENA Z PANA TADEUSZA, 1899,2019-10-06,96.3,133.0,12807.9,olej,płótno dublowane,1899
Józef Chełmoński,zarchiwizowany,500000,500000,STAW W LESIE, 1894,2019-10-06,79.5,115.5,9182.25,olej,płótno,1894
Vlastimil Hofman,zarchiwizowany,95000,100000,PRZEMIJANIE, 1920,2019-10-06,115.0,146.0,16790.0,olej,płótno,1920
Czesław (I. Zygmuntowicz) Wasilewski,zarchiwizowany,10000,23000,PĘDZĄCA TRÓJKA,,2019-10-06,49.6,79.7,3953.1200000000003,olej,płótno,
Rajmund Kanelba,zarchiwizowany,28000,28000,WIEJSKIE WESELE, 1955,2019-10-06,76.2,63.5,4838.7,olej,płótno,1955
Stanisław Żukowski,zarchiwizowany,35000,0,KU WIOŚNIE, 1931,2019-10-06,54.0,66.5,3591.0,olej,płótno,1931
Stanisław Kaczor Batowski,zarchiwizowany,13000,0,NA JARMARKU, 1923,2019-10-06,53.0,76.0,4028.0,olej,płótno naklejone na tekturę,1923
Jean Peske,dostępny w Galerii,23000,0,PEJZAŻ, LATA 30. XX W.,2019-10-06,45.7,57.6,2632.32,gwasz,papier,30
Jerzy Kossak,zarchiwizowany,18000,0,WESELE KRAKOWSKIE,,2019-10-06,55.5,79.7,4423.35,olej,tektura na krośnie,
Teodor Axentowicz,zarchiwizowany,100000,0,PORTRET MĘSKI,,2019-10-06,131.0,80.5,10545.5,pastel,płótno flokowane,
Wiktor Korecki,zarchiwizowany,9000,13000,PEJZAŻ Z WRZOSAMI, 1961,2019-10-06,69.3,100.0,6930.0,olej,płótno,1961
Leopold Gottlieb,zarchiwizowany,12000,0,TRZY GRACJE, 1928,2019-10-06,23.0,32.9,756.6999999999999,"piórko, atrament, olej, gwasz",papier,1928
Vlastimil Hofman,zarchiwizowany,10000,16000,AUTOPORTRET, LATA 30. XX W.,2019-10-06,27.0,35.0,945.0,olej,tektura,30
Jerzy Kossak,zarchiwizowany,15000,18000,POLOWANIE PAR FORCE, 1942,2019-10-06,53.7,72.3,3882.51,olej,tektura,1942
Bolesław Biegas,zarchiwizowany,120000,0,NADZIEJA NIEPEWNOŚCI, 1920,2019-10-06,89.5,67.5,6041.25,olej,płótno,1920
Franciszek Wójcik,zarchiwizowany,3500,3500,PEJZAŻ Z ZAKOPANEGO, 1945,2019-10-06,66.9,97.4,6516.060000000001,olej,płótno,1945
Rafał Malczewski,zarchiwizowany,6000,8500,SASKATCHEWAN, 1947,2019-10-06,55.0,76.0,4180.0,"akwarela, ołówek",papier,1947
Adam Styka,zarchiwizowany,5000,6000,OAZA OUARGLI, PRZED 1922,2019-10-06,15.8,24.0,379.20000000000005,olej,tektura,1922
Wiktor Korecki,dostępny w Galerii,4500,0,KSIĘŻYC NAD LASEM,,2019-09-17,51.0,61.0,3111.0,olej,płótno,
OSKAR FRENZEL,zarchiwizowany,800,0,KROWY, 1888,2019-09-17,19.5,27.6,538.2,"akwarela, gwasz, ołówek",papier,1888
Vlastimil Hofman,zarchiwizowany,5000,6700,KRAKOWIAK Z PAPIEROSEM,,2019-09-17,25.0,34.0,850.0,olej,sklejka,
Hiacynt Alchimowicz,zarchiwizowany,2800,0,PORTRET MĘSKI,,2019-09-17,73.1,60.1,4393.3099999999995,olej,płótno,
Antoni Stanisław Procajłowicz,zarchiwizowany,3500,0,DOM NAD WODĄ,,2019-09-17,34.0,45.0,1530.0,olej,tektura,
Vlastimil Hofman,zarchiwizowany,4000,7100,TRYPTYK Z ANIOŁAMI,,2019-09-17,9.0,30.2,271.8,olej,płótno naklejone na tekturę,
Wojciech Weiss,zarchiwizowany,1100,0,MOST,,2019-09-17,21.7,30.6,664.02,"piórko, tusz",papier,
Jean Peske,zarchiwizowany,5500,0,AKT TYŁEM,,2019-09-17,104.2,75.0,7815.0,pastel,karton naklejony na płótno,
Stanisław Bagieński,dostępny w Galerii,4500,0,ŻOŁNIERZE KSIĘSTWA WARSZAWSKIEGO,,2019-09-17,27.0,20.2,545.4,"akwarela, gwasz",papier,
Hiacynt Alchimowicz,zarchiwizowany,600,800,ESMERALDA. CYGANKA Z KÓZKĄ,,2019-09-17,41.5,25.0,1037.5,akwarela,papier,
Mieczysław  Rakowski ,zarchiwizowany,2000,2100,BRUXELLES,,2019-09-17,27.0,35.0,945.0,olej,tektura,
Juliusz Holzmüller,zarchiwizowany,1000,1000,IDĄC PRZEZ POLE,,2019-09-17,28.6,59.0,1687.4,"akwarela, gwasz, tusz",papier,
Mieczysław  Rakowski ,zarchiwizowany,2500,0,PEJZAŻ,,2019-09-17,46.2,51.5,2379.3,olej,płótno,
Władysław Jahl,zarchiwizowany,2000,2000,DON KICHOT, PRZED 1939,2019-09-17,50.2,61.4,3082.28,olej,płótno,1939
Bencion  Benn (Rabinowicz),zarchiwizowany,4000,4000,ZACZYTANA,,2019-09-17,46.7,33.5,1564.45,olej,płótno,
Juliusz Holzmüller,zarchiwizowany,1000,1000,ZA CHRUSTEM,,2019-09-17,28.8,59.0,1699.2,"akwarela, tusz",papier,
Leon Wyczółkowski,zarchiwizowany,1000,1000,DĘBY BIAŁOWIESKIE III, 1922,2019-09-17,32.0,42.6,1363.2,kamienioryt,papier,1922
Ludwik Klimek,zarchiwizowany,3000,3000,DZIEWCZYNA Z KOSZEM, 1958,2019-09-17,41.0,33.0,1353.0,olej,płyta pilśniowa,1958
STEFAN MUCHARSKI,zarchiwizowany,3000,0,PROŚBA I JAŁMUŻNA, 1888,2019-09-17,34.6,28.0,968.8000000000001,"akwarela, gwasz",papier,1888
Wiktor Korecki,zarchiwizowany,4700,0,W KSIĘŻYCOWEJ POŚWIACIE,,2019-09-17,50.7,61.0,3092.7000000000003,olej,płótno,
 Malarz nieokreślony,zarchiwizowany,8000,0,MAŁY KRAKOWIAK NA TLE WAWELU,,2019-09-17,60.0,48.5,2910.0,olej,płótno,
NÉLIE JACQUEMART,zarchiwizowany,2000,2000,​​​​​​​PORTRET MŁODEJ DAMY,,2019-09-17,55.5,46.3,2569.6499999999996,olej,płótno dublowane,
Jakub (Jacques) Zucker,zarchiwizowany,2000,0,MATKA Z DZIECKIEM,,2019-09-17,43.0,35.0,1505.0,sangwina,papier,
HANNO RHOMBERG,dostępny w Galerii,6000,0,STŁUCZONY PALEC,,2019-09-17,76.0,61.5,4674.0,olej,płótno,
Józefina Kirchner,zarchiwizowany,3000,0,ŁOPUCHY, 1928,2019-09-17,36.3,51.0,1851.3,olej,tektura,1928
Władysław Chmieliński (Stachowicz),zarchiwizowany,4000,0,WNĘTRZE PAŁACU W WILANOWIE, LATA 1936 – 1939,2019-09-17,49.2,34.5,1697.4,"kredka, akwarela, gwasz",papier,1936
Stanisław Fabijański,zarchiwizowany,2000,0,KOŚCIÓŁ ŚW. BARBARY,,2019-09-17,24.8,34.5,855.6,"akwarela, gwasz",papier naklejony na tekturę,
Józef Rapacki,zarchiwizowany,5000,5600,MŁODY KRAKUS, 1892,2019-09-17,26.0,20.0,520.0,"akwarela, gwasz",papier naklejony na tekturę,1892
